stock,date,title,label
G,2013-11-19,US Stock Futures Edge Lower Ahead Of Earnings; Genpact Announces Five-Year Agreement with Credit Agricole ,1
DG,2012-06-14,"Top 4 NYSE Stocks In The Discount-Variety Stores Industry With The Lowest PEG Ratio; Top 4 NYSE Stocks In The Discount, Variety Stores Industry With The Lowest PEG Ratio",1
TM,2010-04-12,"Market News – JPMorgan Chase (NYSE:JPM), Bank of America (NYSE:BAC), Wells Fargo (NYSE:WFC), Goldman Sachs (NYSE:GS), Ford (NYSE:F), Alcoa (NYSE:AA); Market News – JPMorgan Chase (NYSE:JPM), Bank of America (NYSE:BAC), Wells Fargo (NYSE:WFC), Goldman Sachs (NYSE:GS), Ford (NYSE:F), Alcoa (NYSE:AA); Toyota (TM) Faces Second Major Fine",1
GD,2013-01-18,The Week Ahead: Tech Earnings in Focus; General Dynamics Wins $13M Navy Contract for CMC,1
ZGNX,2015-10-19,"Monday's After-Hours Movers: IBM, Sonic, Flextronics And More; UPDATE: Zogenix Says ZX008 Expected to Enter Phase 3 Trials in Q4'15; Zogenix Issues Regulatory Update for ZX008",2
NRP,2017-08-08,"Natural Resource Partners Reports Q2 EPS $1.13 Does Not Compare To $1.73 Est., Sales $94.93M vs $92.4M Est.; Natural Resource Partners COO Wyatt Hogan To Resign, Names Former CFO Craig Nunez To Succeed As COO And Former Chief Accounting Officer Christopher Zolas To Succeed As CFO",0
NM,2014-08-21,"Navios Maritime Holdings Inc. Reports Q2 EPS of $(0.09) vs $(0.13) Est; Revenue of $145.40M vs $135.20M Est; Earnings Scheduled For August 21, 2014",2
CDXS,2012-09-04,Shell Grants Codexis Rights to Commercialize Cellulase Enzymes for Biofuels; Codexis Appoints David O'Toole as Chief Financial Officer ,0
ETN,2012-07-24,"Barclays Maintains Eaton at Overweight, Lowers PT from $59 to $58; Benzinga Market Primer, Tuesday July 24; Credit Suisse Maintains Eaton at Neutral, Lowers PT from $53 to $49",1
SNY,2015-12-04,EXCLUSIVE: Relypsa Being Evaluated By 3-4 Potential Acquirers; Sanofi Seen As 'Natural Buyer'; EXCLUSIVE: Wedbush's Liana Moussatos Tells Benzinga Sanofi 'is a natural buyer of Relypsa',2
NAV,2011-10-17,"Financial Breakfast: Morning News Summary for October 17, 2011; Benzinga's Top Downgrades; Goldman Sachs Downgrades Navistar International to Sell, $38 PT",0
TXRH,2015-07-15,"BTIG Initiates Coverage Of 15 Restaurant Stocks; Prefers Chipotle, Starbucks, B-Dubs Over McDonald's, Yum & Others; BTIG Research Initiates Coverage on Texas Roadhouse at Neutral",0
NBL,2016-06-08,"Simmons Assumes Overweight Rating, $48 Target On Noble Energy; Benzinga's Top Initiations; Simmons & Co. Assumes Coverage on Noble Energy at Overweight",1
GD,2013-04-08,"These Are the 100 Highest-Paid CEOs in Business Today; Hearing Navy Looking for More Submarine, Carrier Funding in 2014 Budget",1
SNV,2016-07-19,"Synovus Q2 EPS $0.49 vs $0.47 est, Revenue $289.3M vs $288.1M est; Earnings Scheduled For July 19, 2016",1
OSN,2014-12-26,"Ossen Innovation Reports Q3 EPS of $0.02; Revenue of $27.90M; Earnings Scheduled For December 26, 2014",0
AZN,2015-04-07,"Regulus Therapeutics, Healthcare Stocks Are Big Movers In Tuesday's After Hours Trading; UPDATE: Regulus Therapeutics Says Expect to Initiate Phase I Study of RG-125 in Humans by End of 2015; RG-125 (AZD4076), a microRNA Therapeutic Targeting microRNA-103/107 for the Treatment of NASH in Patients with Type 2 Diabetes/Pre-Diabetes, Chosen As Clinical Candidate by AstraZeneca",1
AZN,2015-11-05,"Inovio's INO-3112 Demonstrates Robust Immune Responses in Patients With Head & Neck Cancer; AstraZeneca Reports Q3 EPS $0.61 vs $0.77 Est; Revenue $5.945B vs $5.90B Est; AstraZeneca CEO Says Nothing Has Changed in Partnership With Valeant on Brodalumab, Despite Issues at Valeant -Reuters; Earnings Scheduled For November 5, 2015",1
PRGS,2012-03-28,"Financial Breakfast: Morning News Summary for March 28, 2012; Progress Software's CFO to Leave; Progress Software Reports Q1 EPS $0.28 vs $0.25 Est; Revenues $124.4M vs $120.51M Est",0
TOL,2012-09-21,Stocks Hitting 52-Week Highs; Stocks Hitting 52-Week Highs,1
RGEN,2016-01-20,8 Stocks Moving In Wednesday's After-Hours Session; Mid-Afternoon Market Update: Dow Falls Over 400 Points; Advanced Micro Devices Shares Drop After Disappointing Guidance,2
GWPH,2016-06-02,"Cantor Fitzgerald Starts GW Pharmaceuticals At Buy, Positive On Potential For Epidiolex; Cantor Fitzgerald Initiates Coverage on GW Pharmaceuticals at Buy, Announces $181.00 PT",1
RGLD,2012-06-14,Benzinga's Top Pre-Market Losers; Benzinga's Top Pre-Market Losers,1
AMRC,2016-05-05,"Mid-Afternoon Market Update: U.S. Stocks Turn Lower; Zynga Shares Rise Following Earnings Beat; Mid-Day Market Update: Fitbit Slides  On Weak Outlook; Atlas Air Worldwide Shares Shares Spike Higher; Mid-Morning Market Update: Markets Edge Higher; Merck Profit Beats Views; Amersco Sees FY Reveneu $645M vs $680M vs $653.8M est; Ameresco Q1 EPS $0.03 vs ($0.08) est, Revenue $133.8M vs $127.3M est",0
COF,2016-06-29,"Stress Test Finale: Everything You Need To Know About Banks Returning Profits To Shareholders; Capital One To Buyback $2.5B Shares, Will Maintain $0.40/Share Dividend",2
DG,2016-09-23,"Barclays Shrugs At Food & Staples Sector, Interest Piqued By Just 3 Names; The Market In 5 Minutes: Indexes Looking To Close Week Higher; Barclays Initiates Coverage on Dollar General at Equal-weight, Announces $74.00 PT",1
HBCP,2017-04-25,"Home Bancorp Raises Qtr Dividend From $0.13 to $0.14/Share; Home Bancorp Q1 EPS $0.69 s $0.58 Est, Sales $18.79M vs $16.18M Est",0
NRP,2012-06-25,UPDATE: Natural Resource Says Will Update 2012 Revenue Later This Year; Natural Resource Partners Reaffirms FY12 Forecast Given in February,1
DG,2012-08-14,"Berkshire Hathaway Sells Intel; Buys National-Oilwell Varco; UPDATE: Berkshire Reduces Stake in Dollar General, GM, GE, Ingersoll-Rand",1
DG,2015-10-14,"Wal-Mart's Crashing Because It Over-Earned (Here's How To Play The Dip); Sterne Agee CRT Says Use Weakness In Broadline Sector To Buy Costco, Dollar General, And Dollar Tree; Wal-Mart On Pace For Worst Day In Years Amid Downbeat Forecast, $20 Billion Share Repurchase; Decline In Walmart Pushing Down Entire Retail Sector",0
EGO,2013-11-08,"Mid-Day Market Update: Nasdaq Rises 1.3%; Santarus Shares Surge On Salix Deal; Mid-Morning Market Update: Markets Rise; McDonald's October Comparable-Restaurant Sales Rise 0.5%; Eldorado Gold Corporation Reports Q3 EPS of $0.05 vs $0.07 Est; #PreMarket Primer: Friday, November 8: Investors Tweet A Sigh Of Relief",1
NM,2016-11-16,18 Biggest Mid-Day Gainers For Wednesday; 20 Stocks Moving In Wednesday's Pre-Market Session,0
JCI,2012-11-01,"Needham Downgraded Johnson Controls from Buy to Hold; Stifel Nicolaus Maintains Johnson Controls at Buy, Lowers PT from $35 to $33; Benzinga's Top Downgrades",2
CPST,2016-10-10,UPDATE: Full Letter from Bulldog Investors' Goldstein to NY REIT Chair Read; Capstone Turbine Reports Co. Issued New US Patent for Fuel Injection to Meet Strict Tier 4 Emissions,0
CASH,2017-07-28,20 Biggest Mid-Day Losers For Friday; Mid-Morning Market Update: Markets Open Lower; Amazon Profit Misses Expectations; FBR Capital Downgrades Meta Financial Group to Market Perform,0
CHSP,2012-04-11,"UPDATE: J.P. Morgan Raises Chesapeake Lodging Trust's PT; JP Morgan Maintains Chesapeake Lodging Trust at Neutral, Raises PT from $16 to $17",1
ADI,2011-11-18,UPDATE: Citi Raises Price Target on Analog Devices to $49; Citigroup Raises PT on Analog Devices to $49,0
NBL,2012-04-26,Noble Energy Reports Q1 EPS $1.75 vs $1.41 Est; Revenues $1.165B vs $1.08B Est; Earnings Scheduled For April 26,2
EGO,2013-05-02,Eldorado Group Reports Q1 Adj. EPS $0.11; Eldorado Gold Corporation Reports Q1 EPS of $(0.06) vs $0.12 Est; Revenue of $338.10M vs $345.90M Est,1
UFI,2014-04-23,"Unifi Announces New $50M Stock Repurchase Program; Unifi, Inc. Reports Q1 EPS of $0.24 vs $0.20 Est; Revenue of $176.90M",1
NRG,2017-02-24,Mid-Day Market Update: Universal Display Climbs After Strong Q4 Results; Zoe's Kitchen Shares Plummet; Mid-Morning Market Update: Markets Open Lower; JC Penney To Close Up To 140 Stores; Citigroup Upgrades NRG Energy To Buy,2
AMBC,2016-03-28,"UPDATE: Canyon Capital Holds 5% Stake Of Ambac Financial, Requests Board Disclose Plan For Delpoying Capital; Canyon Capital Discloses Significant Concerns, Including from Current and Former Ambac Employees, Regarding the Conduct, Integrity and Veracity of Nader Tavakoli",1
JCI,2012-01-20,"A Peek Into The Market Before The Trading Starts; Benzinga's Top Downgrades; UPDATE: JP Morgan Downgrades Johnson Controls to Neutral, Lowers PT to $35; Wunderlich Securities Reiterates Buy, $45 PT on Johnson Controls; JP Morgan Downgrades Johnson Controls to Neutral",1
HNP,2014-04-07,Mid-Afternoon Market Update: Markets Continue to Show Weakness as Defensive Names Come into Favor; Mid-Day Market Update: Dow Tumbles Over 100 Points; Intel Shares Rise Following Analyst Upgrade; Mid-Morning Market Update: Markets Drop; Mallinckrodt To Acquire Questcor Pharmaceuticals For $5.6B,1
KAI,2016-08-03,"Kadant Narrows FY16 Outlook: Sales from $412M-$422M to $415M-$421M vs $417M Est., Adj. EPS $2.98-$3.04 vs $3.03 Est.; Kadant Reports Q2 Adj. EPS $0.88 vs $0.78 in Same Qtr. Last Year, Sales $112M vs $104.4M Est.",1
GGP,2012-02-23,"Sears Announces Massive Loss, Restructuring Initiatives; Stock Soars; Sears reports net loss on decreasing same-store sales; UPDATE: GGP to Acquire 11 Sears Anchor Pads ",2
WNS,2012-12-04,WNS Names Deepak Sogani CFO; WNS Announces Collaboration with Kyriba,2
NAV,2011-07-21,"Stockhouse Movers & Shakers: Gold stocks still a bargain: Dundee ; Ford Motor Company Earnings Preview: Revenue, Earnings Expected to Fall from Previous Quarter; PACCAR Earnings Preview: Analyts Expect Higher Earnings, Revenue from Prior Quarter",2
ADI,2010-12-10,National Semi Trending Down - Analyst Blog; National Semi Trending Down - Analyst Blog,1
TM,2014-10-23,UPDATE: Toyota Says Sells Part of Stake in Tesla; Won't Disclose Amount Sold -Reuters; Auto Sector Shrugs Off Largest Recall In History; Nikkei Reports Toyotal Sold Tesla Shares,1
ZGNX,2014-10-01,UPDATE: Zogenix Submits Modified Formulation of Zohydro ER with Potential Abuse Deterrent Properties for FDA Review; Zogenix Submits Modified Formulation of Zohydro ER with Potential Abuse Deterrent Properties for FDA Review,1
AVY,2013-04-25,"Avery Dennision Raises Qtr. Dividend from $0.27 to $0.29/Share; Avery Dennison Corporation Reports Q1 EPS of $0.59 vs $0.58 Est; Revenue of $1.50B vs $1.53B Est; 3M Tanks on Sticky Earnings, Abrasive Guidance",0
GWPH,2014-03-11,"Benzinga's Top Initiations; Bank of America Initiates Coverage on GW Pharma at Buy, Announces $93.00 PT; Jim Cramer Tweets: 'Oh Lordy, Merrill starts cannabis king $GWPH with a buy! Going to the mainsteet.com MJ index to watch today's action.'",2
MDCO,2014-11-20,"The Medicines Company Surges Amid Credit Suisse Upgrade; Credit Suisse Upgrades The Medicines Company to Outperform, Raises PT to $33.00",1
AGEN,2016-03-03,"Option Alert: AGEN Jan17 5.0 Calls Sweep: 1236 @  ASK  $0.60: 7325 traded vs 972 OI:  Earnings today Before Open  $3.40 Ref; Agenus Reports Q4 EPS $(0.18) vs $(0.17) Est., Sales $7.639M vs $9.4M Est.",2
PTR,2013-07-02,Benzinga's Top Upgrades; BNP Paribas Upgrades PetroChina Company Limited to Buy; HSBC Upgrades PetroChina Company Limited to Overweight; Credit Suisse Upgrades PetroChina Company Limited to Outperform,1
JWN,2010-05-14,"JWN: Attractive Opportunity For Investors; Company News for May 14, 2010 - Corporate Summary; US Stock Futures Point To A Lower Start On The Last Day Of The Week; Stocks To Watch For May 14 (JCP, BBI, CA, NVDA, JWN)",1
EROS,2016-06-28,"Eros Int'l Reports Q4 Sales $65.1M vs $54.4M Est., Adj. EBITDA $14.4M vs $30M in Same Qtr. Last Year; Earnings Scheduled For June 28, 2016",2
HBAN,2017-01-25,"Huntington Bancshares Reports Q4 Adj. EPS $0.24; Earnings Scheduled For January 25, 2017",2
SNY,2014-07-09,"UPDATE: Regeneron, Sanofi Offer Positive Results from Phase 2b Study of Dupilum, All Doses Met Primary Endpoint; Regeneron, Sanofi Offer Positive Results from Phase 2b Study of Dupilum, All Doses Met Primary Endpoint",1
NBL,2017-01-04,"Benzinga's Top Upgrades, Downgrades For January 4, 2017; Deutsche Bank Downgrades Noble Energy to Hold",1
WLH,2014-08-13,"William Lyon Homes Reports Q2 EPS of $0.38 vs $0.34 Est; Revenue of $179.80M vs $177.75M Est; Earnings Scheduled For August 13, 2014",1
CDXS,2013-11-12,"Codexis, Inc. Lowers FY2013 Sales Guidance from $35.0M-40.0M to $30.0M-32.0M vs $35.80M Est; Codexis, Inc. Reports Q3 EPS of $(0.24) vs $(0.31) Est; Revenue of $9.26M vs $8.50M Est",1
WAT,2011-03-22,Gabelli & Company Initiates Waters Corporation at Buy (WAT); Gabelli Initiates Coverage On Waters With A Buy Rating,1
IMPV,2015-08-06,"Imperva Reports Q2 EPS $(0.08) vs. Est. $(0.21), Rev. $53.478M vs. Est. $48.55M; CNBC Now Tweets: 'BREAKING: Russia has hacked Pentagon computers, @NBCNews reports. http://cnb.cx/1UqRDsw'",0
CNX,2014-10-28,"Arch Coal, CONSOL Energy And The Market Vectors Coal EFT Move Higher After Q3 Reports; From Consol Energy Investor Presentation: Expects Total Operating Cost Per MCFE to Decline 5-10% Over Next Three Years; Expects Coal Capex to Be Lower Next Yeat; UPDATE: Shares of CONSOL Energy Charge Higher Amid Earnings Conference Call; Consol Energy Spikes Higher; CONSOL Energy Inc. Reports Q3 EPS of $0.09 vs $0.19 Est",2
TM,2010-12-01,Toyota November Sales down 7.3%; Toyota Sues Former GM Over Shuttered Joint Venture ; Ford Posts 24% Rise in Sales,1
STLD,2016-01-25,"Option Alert: STLD Feb16 16.0 Calls Sweep: 500 @  ASK  $0.90: 500 traded vs 39 OI:  Earnings today After Close  $16.19 Ref; Earnings Scheduled For January 25, 2016",1
CUR,2011-10-24,"End-of-Day Market Summary for October 24, 2011; Neuralstem Receives FDA Approval to Dose Patients in Cervical Region in Ongoing ALS Trial ",2
IMPV,2016-05-06,Mid-Afternoon Market Update: U.S. Stocks Turn Higher; Endo International Shares Plunge; Mid-Day Market Update: Yelp Surges On Upbeat Results; Square Shares Decline; Mid-Morning Market Update: Markets Edge Lower; Cognizant Issues Weak Q2 Outlook; Needham Downgrades Imperva to Hold,2
UFI,2010-11-04,"UNIFI Biggest Gainer On NYSE Today (UFI); Top Performing Industries For November 4 (UFI, SVM, TARM, SCCO); Mid-Day Market Movers (UFI, CCCLW, CMRO, SODA)",2
AVY,2015-07-29,"Avery Dennison Cuts FY15 GAAP EPS Outlook from $2.85-$3.05 to $2.82-$3.02, Maintains Adj. Outlook; Avery Dennison Reports Q2 Adj. EPS $0.91 vs $0.88 Est., Sales $1.52B, Inline; Earnings Scheduled For July 29, 2015",1
CPST,2015-07-02,Benzinga's Top Downgrades; Northland Securities Downgrades Capstone Turbine To  Market Perform; Northland Securities Downgrades Capstone Turbine to Market Perform,2
AZN,2011-07-01,"News Summary for July 1, 2011; AstraZeneca Drug Nexium Gets Approved In Japan",1
NAV,2010-06-10,Jefferies Reiterates Buy Rating On Navistar International (NAV); JP Morgan's Conference Call Takeaways with Navistar Int'l (NAV); J.P. Morgan Raises Price Target on Navistar (NAV); UBS Upgrades NAV To Buy,2
CMCO,2017-01-26,"18 Biggest Mid-Day Losers For Thursday; Columbus McKinnon Reports Q3 EPS $0.02 vs $0.36 in Same Qtr. Last Year, Sales $152.497M vs $159.74M YoY",1
DKS,2012-12-21,"UPDATE: Lapierre Calling on Congress 'Immediately' to Fund Armed Police in Every School in the Nation; Hes Talking as Soon as After Holiday Break; UPDATE: Lapierre Says ""The Only Thing That Stops a Bad Guy with a Gun is a Good Guy with a Gun'; UPDATE: NRA's Lapierre Says Media Filling Nation with 'Dishonest Thinking,' Demonizes Lawful Gun Owners; UPDATE: NRA's Lapierre Points Out Federal Gun Prosecutions Have Decreased to Low; NRA Ceo Wayne Lapierre Speaking in Washington",2
NM,2015-11-24,Benzinga's Top Downgrades; Stifel Nicolaus Downgrades Navios Maritime Holdings to Hold,2
GD,2017-03-01,General Dynamics Authorizes Buyback Of 10M Additional Shares; General Dynamics Increases Qtr. Dividend From $0.76 To $0.84/Share; Citigroup Downgrades General Dynamics To Neutral,1
NNI,2017-08-09,"Benzinga's Top Upgrades, Downgrades For August 9, 2017; Compass Point Downgrades Nelnet to Neutral",1
WNS,2013-04-17,"WNS (Holdings) Limited Reports Q1 EPS of $0.30 vs $0.29 Est; Revenue of $119.20M vs $115.04M Est; Earnings Scheduled For April 17, 2013",2
SNY,2012-08-03,"Standpoint Research Downgrades Sanofi-Aventis from Buy to Hold;  Regeneron, Sanofi Win FDA Approval for Colon Cancer Drug Zaltrap",2
TM,2017-07-10,Nvidia Could Make Nearly $2 Billion In 2 Years From Toyota Self-Driving Car Deal; Tesla Vs. The Auto World Ahead Of Model 3 Launch,1
AVA,2014-02-26,"Avista Corporation Sees FY2014 EPS $1.77-1.97 vs $1.86 Est; Avista Corporation Reports Q4 EPS of $0.53 vs $0.46 Est; Revenue of $447.68M vs $443.26M Est; Earnings Scheduled For February 26, 2014",1
MKC,2014-01-16,"Benzinga's Top Downgrades; Jefferies Downgrades McCormick & Company, Incorporated to Hold, Lowers PT to $74.00",2
TX,2016-02-24,"Benzinga's Top Upgrades; Citigroup Upgrades Ternium to Buy, Raises to $21.00",2
HAFC,2014-07-22,Hanmi Financial Reports Q2 EPS of $0.34; Hanmi Financial Reports Q2 EPS from Cont. Ops. $0.36 vs $0.33 Est.,1
SPB,2016-09-01,"Benzinga's Top Initiations; PiperJaffray Initiates Coverage on Spectrum Brands Holdings at Overweight, Announces $147.00 PT",1
SNY,2016-06-08,"The Market In 5 Minutes: Crude Oil Hits Highest Level In Nearly A Year; Sanofi Says if Medivation Were to Engage and Provide Additional Information, It Would be in a Position to Increase Offer; Sanofi Releases Presentation of Proposed Medivation Acquisition",1
CPAH,2015-10-16,"UPDATE: CounterPath Gives Corporate Update, Reports 1-for-10 Reverse Stock Split-Press Release; CounterPath Gives Corporate Update, Reports 1-for-10 Reverse Stock Split",0
SSL,2015-07-13,Benzinga's Top Upgrades; Bank of America Upgrades Sasol to Buy,1
PRGS,2012-09-26,"UPDATE: Progress Software Posts Upbeat Q3 Profit; Progress Guides Q4 Revenue Down 2% -Bloomberg; US Stock Futures Slightly Lower Ahead Of Home Sales Data; Benzinga Market Primer, Wednesday September 26; Earnings Scheduled For September 26, 2012",0
