stock,date,title,label
RGLD,2014-02-11,Rubicon announces $75M Gold Streaming Agreement With Royal Gold ,2
AGEN,2017-06-05,"Agenus Issues Release Highlighting Anti-CTLA-4 Antibody Showed Strong Safety, Tolerability",0
AZN,2017-06-07,"AstraZeneca Entered Agreement with Grünenthal for Global Rights to Zomig Outside Japan; AstraZeneca to Receive $200M Upon Completion, Up to $102M in Milestones",1
MUSA,2014-01-23,"Top 4 Stocks In The Specialty Retail, Other Industry With The Highest Revenue",0
ETN,2011-05-11,Oppenheimer Maintains Outperform on Eaton (ETN),1
PRGS,2016-03-30,Earnings Recap For March 30,1
DG,2017-02-22,"Dollar General Reports Will Create 430 Jobs in Montgomery County, New York for Distribution Center",1
JCI,2013-09-30,Mid-Afternoon Market Update:  Mellanox Rallies As Market Remains in the Red,1
NBL,2015-11-18,Noble Energy Shares Dip from Session High at $37.53 Over Last Min; Shares Up ~1.5% to ~$37.06 At Last check,2
AZN,2016-06-03,"AstraZeneca, Teva, Biogen, Allergan Said to be Potential Bidders for Acadia -Daily Mail",1
AZN,2016-02-04,"Earnings Scheduled For February 4, 2016",1
PERY,2015-12-17,Perry Ellis International Names Joe Arriola to Its Board of Directors,1
WAT,2013-04-23,Waters Corporation Sees FY2013 EPS $5.15-5.25 vs $5.33 Est,2
EFX,2015-01-20,"Equifax Reports Total Balance Of Auto Loans In Dec Of $975B, Says 2015 Starting Out In Fast Lane",1
FWP,2015-09-08,Forward Pharma Reports Q2 EPS $(0.20) vs. Est. $(0.22),2
NRG,2010-01-07,"Electric Utilities: To ETF Or Not? (XLU, NRG, PEG, ETR)",1
ETN,2017-10-31,"Earnings Scheduled For October 31, 2017",2
PERY,2016-05-19,Top Gainers In Today's Pre-Market Session: Clothing Stitches Up The Charts,2
SNY,2013-11-13,FDA Panel Votes 11-6 Sanofi's Lemtrade Trials Were Not Adequate,2
TM,2010-04-12,"Market News – JPMorgan Chase (NYSE:JPM), Bank of America (NYSE:BAC), Wells Fargo (NYSE:WFC), Goldman Sachs (NYSE:GS), Ford (NYSE:F), Alcoa (NYSE:AA)",1
EFX,2014-04-16,Top 4 Mid-Cap Stocks In The Credit Services Industry With The Highest Dividend Yield,1
SPB,2016-03-18,Zika Virus Has Social Media Buzzing About Mosquito Repellent,1
BSTC,2014-08-08,BioSpecifics Announces Initiation of Phase 2 Study of CCH,2
CNX,2017-02-14,Option Alert: Consol Energy Mar 17.0 Calls Sweep: 805 @  ASK  $0.97: 808 traded vs 525 OI:  Earnings 4/25 Before Open (est)  $17.27 Ref,2
BORN,2012-03-26,China New Borun Secures Corn Supply at Locked-in Prices ,0
DG,2015-01-20,Family Dollar Board of Directors Unanimously Reconfirmed its Previous Determinations and Recommendations -8-K,1
RLGT,2017-09-12,"5 Stocks To Watch For September 12, 2017",2
RLI,2011-05-23,"Top-Performing Insurance Stocks to watch on 5/23/11- LPHI, FRF. CISG, MMC, INSW, BWINA, EHTH, BWINB, WSH, AON, AJG, VRSK…",1
NAV,2013-03-19,Navistar Proposes Amendment to Senior Secured Term Loan Facility,1
BBL,2016-02-24,Mid-Afternoon Market Update: US Stocks Turn Higher; Avis Budget Shares Drop On Weak Outlook,2
DKS,2015-12-18,Benzinga's Top Initiations,1
CCIH,2013-05-29,"ChinaCache International Holdings Ltd. Reports Q1 Adj. Loss of RMB7.5M, Revenue of $37.20M vs $36.40M Est",2
NRG,2012-01-23,Notable Call Options Activity in NRG Energy,2
NRG,2015-10-20,Mid-Day Market Update: Weight Watchers Surges Following Barclays Upgrade; Rambus Shares Slide,2
EFX,2010-09-29,"With Equifax, Patience Likely Will Be Rewarded",1
SNY,2017-02-13,The Market In 5 Minutes: Hello... Can You Hear Me?,1
PERY,2015-05-14,"10 Stocks To Watch For May 14, 2015",0
MDCO,2015-11-04,"Chardan Sees Promise Of ALN-PCSsc, Initiates The Medicines Co. With Buy",1
AVY,2014-12-12,"Topeka Capital Upgrades Avery Dennison Corporation to Buy, Raises PT to $58.50",1
EROS,2015-11-11,"Eros Int'l Shares Sell Off $1+ Over Last Few Mins as Traders Passing Around Comment from CFO at Wells Fargo Tech, Media, Telecom Conference List of Films Distributed Will Not Be Published",0
TOL,2014-12-10,"Earnings Scheduled For December 10, 2014",0
NBL,2013-02-25,"Goldman Sachs Downgrades Noble Energy Inc. to Buy, Announces $134.00 PT",0
NRG,2017-07-17,NRG En Option Alert: Sep 15 $21 Puts Sweep (28) at the Ask: 845 @ $1.0 vs 167 OI; Ref=$22.56,1
NRG,2011-05-06,"Jefferies Raises PT On NRG Energy To $26, Maintains Hold (NRG)",1
TOL,2017-01-06,"Barclays Initiates Coverage On Toll Brothers at Equal-Weight, Announces $32.00 Target",0
CDXS,2015-03-23,Vivo Ventures VII Reports 14.04% Passive Stake In Codexis,1
AEG,2014-11-17,"Bank of America Downgrades Aegon NV to Neutral, Lowers PT to $8.72",1
AZN,2014-04-29,Express Scripts Received Subpoena from NJ AG in March Related to Relationship with AstraZeneca,1
DKS,2015-11-17,Mid-Morning Market Update: Markets Edge Higher; Wal-Mart Profit Beats Expectations,2
ADI,2017-06-02,5 Biggest Price Target Changes For Friday,1
AVY,2011-02-03,"Company News for February 03, 2011 - Corporate Summary",0
WAT,2013-01-03,"JP Morgan Downgrades Waters Corporation to Neutral, Maintains $90.00 PT",1
CNX,2017-07-11,CONSOL Energy Files Form 10 with the SEC as a Step Forward for the Previously Announced Separation of the Company into Coal and Natural Gas Entities,2
NKTR,2015-02-11,Baxter Presents Additional Data from Pivotal Study of BAX 855,1
DKS,2014-01-15,"Credit Suisse Upgrades Dick's Sporting Goods Inc to Outperform, Raises PT to $65.00",1
PRGS,2016-06-30,A Peek Into The Markets: U.S. Stock Futures Climb Ahead Of Jobless Claims Report,2
HBAN,2010-12-29,S&P 500 Stocks With Big Insider Selling,1
INXN,2011-10-12,Oppenheimer Reports on InterXion Holding's Capacity Expansion in Frankfurt,1
PRGS,2011-09-27,Progress Software Corp Halted Ahead of Earnings ,1
TM,2013-11-26,3 Stocks to Profit from Increasing Motor Traffic in Asia,1
ONP,2011-09-26,Orient Paper Announces Completion of Re-Audit of 2008 Financial Statements ,2
GD,2010-08-13,Northrop Wins Defense Contract - Analyst Blog,1
AGRX,2014-09-16,Agile Initiates Phase 3 SECURE Study for Twirla ,0
TM,2012-07-02,Worldwide Electric Vehicle Sales Expected to Rise While US Sales Lag -IBD,1
ZGNX,2013-08-08,"Zogenix, Inc. Reports Q2 EPS of $(0.13) vs $(0.15) Est",0
GWPH,2017-02-23,"U.S. Press Secretary Says Can't Comment on If DoJ Will Be 'Taking Action' Against States That Have Legalized Recreational Marijuana, But White House Sees Greater Federal Enforcement of Laws Against Recreational Use",1
COF,2012-01-20,Capital One Financial Down 6% After Reporting Lower Than Expected Earnings,2
MKC,2016-03-24,"UPDATE: McCormick Confirms There Has Been 'Only One' Face-to-Face Meeting with Premier's Chair, On Feb. 12",1
INXN,2012-11-09,"Benchmark Maintains Interxion Holding at Buy, Raises PT from $25 to $27",0
ACC,2011-01-25,Chemical & Fertilizers Industry Outlook - Jan. 2011 - Zacks Analyst Interviews,2
BPI,2010-12-16,10 Unloved Stocks to Rise Up to 120%,1
FCF,2010-11-01,Wunderlich Securities Raises WCA Waste Corporation Price Target,0
CNX,2010-06-08,"Goldman Positive on Select Coal Names (ANR, CNX, BTU)",2
DKS,2013-03-11,Dick's Sporting Goods Inc Sees FY2013 EPS $2.84-2.86 vs $2.92 Est,0
CNX,2011-01-18,NRP's Headway for Illinois Buyout - Analyst Blog,1
AZN,2016-04-06,SocGen Picks New Favorites In Big Pharma,2
ADI,2010-08-17,How To Trade Analog Devices’ Earnings (ADI),1
TX,2013-02-22,"JP Morgan Downgrades Ternium S.A. to Neutral, Lowers PT to $24.00",1
NBL,2015-12-09,"JP Morgan Initiates Coverage on Noble Energy at Overweight, Announces $42.00 PT",0
DKS,2013-05-22,"BMO Capital Downgrades Dick's Sporting Goods to Market Perform, Maintains $57.00 PT",1
DOC,2017-08-03,"Physicians Realty Trust Reports Q2 EPS $0.06 vs $0.04 Est., FFO $0.24, Sales $76.6M vs $79M Est.",2
GD,2016-03-02,"General Dynamics Board Increases Dividend From $0.69 To $0.76, Authorizes 10M Share Repurchases",0
MXC,2014-08-06,10-Q from Mexco Energy Shows Q1'15 EPS $0.01,1
STRA,2011-01-10,"ITT Educational Services Falls 12.3% (ESI, STRA)",2
AT,2015-04-01,Atlantic Power Announces Agreement for the Sale of its Wind Portfolio,0
COF,2017-07-21,Oppenheimer Upgrades Capital One Financial to Perform,2
COF,2012-02-13,UPDATE: Morgan Stanley Raises Capital One's PT,1
WAT,2017-01-04,Waters MassTrak Vitamin D Solution is Now CE-marked,1
CLI,2013-12-23,Mack-Cali Realty Sees 2014 FFO $1.90/Share-$2.10/Share ,1
RENN,2012-03-09,"Deutsche Bank Maintains Renren at Sell, Raises PT from $3.49 to $3.59",0
AZN,2010-12-02,Micromet Downgraded to Neutral - Analyst Blog,2
FOXF,2013-09-19,Fox Factory Holding Corp. Sees FY2013 EPS $0.61-0.67 vs $0.69 Est; Sees Sales $264.0M-270.0M vs $267.18M Est,1
MKC,2015-11-24,McCormick Increases Qtr. Dividend From $0.40 To $0.43/Share,1
NKTR,2014-06-26,"Ladenburg Thalmann Initiates Coverage on Nektar Therapeutics at Buy, Announces $20.00 PT",0
TM,2012-05-09,Toyota Looks to Double Profits ,2
HOS,2015-12-14,Hornbeck Offshore Spikes Higher,0
EFX,2012-08-30,"Deutsche Bank Initiates Coverage on Equifax at Hold, Announces PT of $47",1
PNNT,2012-02-03,PennantPark Investment Corporation Receives Investment Grade Ratings From Both Standard & Poor's and Fitch,1
CNX,2015-10-07,Morgan Stanley Sees 'Meaningful Upside' In Pair Of Coal Stocks,1
AZN,2017-04-10,Cardiovascular Players Could Be Eyeing Esperion,1
AZN,2014-09-03,Teva Announces UK High Court Gives Positive Judgment In The Company's Patent Case Against AstraZeneca,1
JWN,2015-07-08,"Nordstrom customer service rep: Company says they have had no breach or issues, have had ""smooth sailing.""",0
HBAN,2011-12-16,Huntington Asset Services Builds Momentum for 2012 with Addition of Four New Clients   ,1
RLJ,2016-03-03,"Canaccord Sees 25% Upside To Lodging Stocks, Top Picks Are INN, MAR, Positive On APLE, RLJ, DRH, HOT",2
TM,2013-05-21,Stocks Hitting 52-Week Highs,1
NAV,2014-06-05,"Stocks To Watch For June 5, 2014",1
CLI,2011-06-02,Oppenheimer Maintains Outperform Rating On Pluristem Therapeutics,1
SSL,2010-12-21,"Talisman, Sasol Ink Deal - Analyst Blog",1
HALO,2016-01-11,Halozyme Sees FY16 Rev. $110-$125M vs. Est. $117.9M,0
AZN,2011-10-13,"Forest Laboratories Earnings Preview: Analysts Expect Rising Revenue, Falling EPS",1
ADI,2011-04-05,"Benzinga's Top Downgrades (OXY, MERU, ADI, CREE)",1
CPST,2011-05-02,Capstone Turbine Receives Second Follow-On Order for 22 More C65s to be Used at the Eagle Ford Shale Play in South Texas (CPST),0
PRGS,2017-09-12,Mid-Afternoon Market Update: Sage Therapeutics Drops After Brexanolone Drug Fails Phase III Testing; Aldeyra Therapeutics Shares Gain,2
JCI,2011-11-11,Hearing Citigroup Making Negative Comments on Johnson Controls after US Government Begins Investigation of Electric Car and Lithium Batter Safety,2
GWPH,2013-10-15,GW Pharmaceuticals Shares Moving Higher; May be Attributed to Abstract in Anticancer Research,1
PERY,2014-04-03,UPDATE: Perry Ellis Posts Q4 Net Loss,1
JWN,2014-05-20,Mayday: Retailers Off To A Struggling Start,1
COF,2013-03-18,"Death Crosses Over The Past Trading Week (50 SMA Cross Below 200 SMA); BTU, COF, CTL",1
MKC,2011-03-31,"10 Ways to ""Stock Up"" on Consumer Staples",1
GAM,2011-03-23,Gammon Gold (TSX:GAM) (NYSE:GRS) Reports Record Earnings and Operating Cash Flow,1
RLI,2012-05-03,RLI Increases Dividend to $0.32 from $0.30,1
TM,2013-07-17,"Some Highlights from 'Delivering Alpha' Conference: Chanos, Paulson, Cooperman, Kingdon, Hohn",1
NKTR,2011-11-03,Nektar Therapeutics Reports Q3 EPS $(0.21) vs $(0.37) Est; Revenues $27.10M vs $15.43M Est		,0
GD,2011-11-17,General Dynamics Awarded $395 Million for Egyptian Abrams Tank-Related Work,0
MDCO,2016-10-05,"The Medicines Company Reports Interim Analysis To Be Presented At AHA Meeting Nov. 15th, Says No Material Safety Issue Has Been Observed",1
EGO,2014-01-07,A New Year's Resolution in Gold Bullion?,2
BTN,2013-12-24,"Top Performing Industries For December 24, 2013",1
BBL,2017-04-10,16 Stocks Moving In Monday's Pre-Market Session,1
COF,2012-03-21,"Morgan Stanley Maintains Capital One Financial at Overweight, Raises PT from $59 to $67",1
SNY,2013-03-25,Sanofi and Transgene Announce Long-Term Collaboration,1
INXN,2015-03-13,"Raymond James Downgrades InterXion Holding to Market Perform, Removes $31.00 PT",1
KANG,2016-01-05,"Amended 13D on iKang Healthcare Suggests Alibaba Investment, China Life and Others Support August 31st Buyout Offer",1
ETN,2015-07-29,"Eaton Q2 EPS $1.16 vs $1.13 est, Revenue $5.372B vs $5.49B est",2
AZN,2011-07-25,"Bristol-Myers Squibb Earnings Preview: Analysts Expect Rising Revenue, Falling EPS Over Previous Quarter",1
AEZS,2014-11-04,AEterna Zentaris Inc. Reports Q3 EPS of $(0.20) vs $(0.16) Est,0
GWPH,2015-03-20,The Top 5 Trading Ideas Of The Week By Traffic,1
DKS,2017-03-07,Mid-Afternoon Market Update: Avinger Drops After Q4 Results; MeetMe Shares Spike Higher,0
KEY,2016-10-25,Hearing Rafferty's Dick Bove Upgrades KeyCorp To Buy,2
HNP,2014-07-21,BB&T Falls On Downbeat Earnings; Steel Dynamics Shares Spike Higher,1
ELGX,2016-08-03,RBC Capital Downgrades Endologix to Sector Perform,1
HALO,2013-07-05,Edison Investment Research Comments on Halozyme Therapeutics on Multiple Value Drivers,2
YUME,2016-09-14,"YuMe Confirms Mgmt Received Indication of Interest in Purchase Co. from Largest Holder, AVI Partners",2
INXN,2012-06-04,InterXion Reports Solid Revenue Growth; Benchmark Maintains PT,1
DKS,2014-11-18,Dick's Sporting Goods Inc Sees Q4 EPS $1.18-1.28 vs $1.21 Est,1
GGP,2016-04-19,Tilson: Howard Hughes And Fannie Mae Are My 2 Favorite Stock Ideas,1
DKS,2012-12-21,UPDATE: Lapierre Calling on Congress 'Immediately' to Fund Armed Police in Every School in the Nation; Hes Talking as Soon as After Holiday Break,2
AZN,2014-09-23,"Benzinga's M&A Chatter for Tuesday September 23, 2014",1
SNY,2015-11-11,US Stock Futures Gain Ahead Of Macy's Earnings,1
AZN,2016-04-29,"Earnings Scheduled For April 29, 2016",0
TM,2011-08-22,UPDATE: Ford Says Feasibility Study With Toyota is Now Underway,1
AVY,2012-07-25,"Bank of America Downgrades Avery Dennison from Neutral to Underperform, Maintains PO at $33",1
SNY,2016-04-28,Sanofi Offers to Acquire Medivation for $52.50/Share in Cash,1
IMPV,2016-10-19,16 Stocks Moving In Wednesday's Pre-Market Session,0
INXN,2011-11-15,Citi Maintains Buy Rating and $17 PT on Interxion Holding ,2
SNY,2016-02-22,"FDA Accepts Sanofi New Drug Application for Once-Daily Fixed-Ratio Combination of Insulin Glargine and Lixisenatide, Decision Anticipated Aug 2016",1
GWPH,2014-07-07,GW Pharma Shares Spike Lower on Volume,0
MINI,2014-07-31,"Baird Downgrades Mobile Mini, Inc. to Neutral, Lowers PT to $48.00",0
DKS,2017-09-27,Dick's Recalls Resistance Tubes Due To Injury Hazard,1
MINI,2011-02-28,"Top Narrow Based Indexes For February 28 (MINI, TREX, BLDP)",1
HAFC,2015-03-20,Hamni Boosts Dividend From $0.07 To $0.11,1
COF,2013-01-18,"Mid-Morning Market Update: Morgan Stanley Beats, Chip Makers Fall",1
ETN,2011-03-08,Wall Street Strategies Gives Color On Eaton Corporation Following Earnings,1
COF,2010-01-29,"Benzinga’s Top Upgrades (COF, CAH, DAI, TTWO, ISBC)",0
SNY,2016-05-23,Sanofi Announces Executive Committee Changes Aligned to Strategic Roadmap 2020,1
BTN,2014-07-17,"Worst Performing Industries For July 17, 2014",1
HAFC,2014-11-07,Hanmi Financial Corporation Reports Q3 EPS of $0.41 vs $0.33 Est,1
HOS,2017-06-02,ption Alert: Hornbeck Offshore Jun 2.0 Puts Sweep: 503 @  ASK  $0.55: 503 traded vs 41 OI:  Earnings 8/2 After Close (est)  $1.54 Ref,0
HBCP,2011-07-18,"Merger Arbitrage Mondays – July 18, 2011",1
GD,2012-12-21,General Dynamics Acquires Applied Physical Sciences,2
GGP,2017-09-21,8-K From GGP Shows CFO Michael Berman To Retire; Co. Named Heath Fear As Replacement,1
JWN,2016-12-06,"The Holiday Season Has Been Kind To Discount Retailers, Not So Much Toward Department Stores",1
TOL,2013-05-02,"Taylor Morrison, Toll Brothers Purchase More than 2,100 Acres in Leander, TX",2
ALSN,2016-03-15,"RBC Capital Initiates Coverage on Allison Transmission at Outperform, Announces $30.00 PT",1
BIOA,2016-01-15,Mid-Morning Market Update: Markets Open Lower; Wells Fargo Profit Beats Views,0
BPL,2013-02-08,Buckeye Partners L.P. Reports Q4 EPS of $0.96 vs $0.81 Est; Revenue of $1.15B vs $1.27B Est,1
AZN,2016-12-21,Breaking Down The Crowded Novel Ovarian Cancer Treatment Space,1
RSPP,2015-01-14,Why Barclays Downgraded The Oil & Gas E&P Sector,2
COF,2016-09-29,"Bass Pro Shops, Regarding Cabela's Takeout Bid Reports, Tells Benzinga ""We Are Aware  Of Recent Media Speculation And Our Policy Is Not To Comment On Market Rumors""",0
BORN,2012-09-04,Oppenheimer Suspends Coverage on China New Borun,1
BPI,2017-08-15,18 Biggest Mid-Day Losers For Tuesday,0
FWP,2015-05-12,Forward Pharma Reports Q1 Adj Loss $0.15 Vs Est Loss $0.19,2
EFX,2015-09-18,5 Must Watch Stocks for Today,0
AZN,2011-01-14,Merck's Blood Thinner in Trouble - Analyst Blog,1
NRG,2017-09-06,Benzinga's Option Alert Recap From September 6,0
MYOS,2017-04-25,22 Stocks Moving In Tuesday's Pre-Market Session,1
DKS,2015-07-27,"Cowen & Company Initiates Coverage on Dick's Sporting Goods at Market Perform, Announces $55.00 PT",1
HMNY,2016-12-15,Helios & Matheson Spikes to High of $4.80 on Volume,1
GWPH,2016-09-07,Hearing GW Pharma Hired Investment Bank Following Approaches,2
TST,2017-06-13,TheStreet Announces Transferring Listing To Nasdaq,1
GLMD,2014-09-23,"Galmed Pharma Shares Resume, Stock Now Up ~59%",2
GWPH,2013-06-04," Canaccord Initiates Coverage on GW Pharma at Buy, Announces $13.00 PT",1
CLI,2015-06-29,Mack-Cali Sells Commercial Office Property For $81.4M,0
RLJ,2017-09-08,Canaccord Genuity Upgrades RLJ Lodging to Buy,2
DKS,2016-05-02,"Top Performing Industries For May 2, 2016",2
NRG,2013-06-05,Benzinga's Top Pre-Market Losers,1
JCI,2011-10-24,"Earnings Preview: Johnson Controls' EPS, Revenue Expected to Rise",1
CLI,2014-03-31,Benzinga's Top Downgrades,1
PAG,2010-10-26,J.P. Morgan Ups Price Target On Penske Automotive Group  (PAG),2
COF,2013-01-14,"Goldman Sachs Upgrades Capital One Financial Corporation to Buy, Announces $75.00 PT",0
GD,2015-02-23,General Dynamics Awarded $415M Contract to Continue Managing U.S. Army Live Training Transformation (LT2) Product Line,1
MDCO,2015-06-22,The Medicines Company Announces FDA Approval of KENGREAL as an Adjunct to Percutaneous Coronary Intervention for Reducing Thrombotic Events,1
SNY,2013-02-11,UPDATE: Regeneron Pharm Announces Receipt of HSR Notice Sanofi to Buy Stock in Open Market,1
JCI,2014-12-04,Johnson Controls CEO: Commercial Construction Business Is Coming Back,1
JCI,2016-08-25,S&P Dow Jones Indices Announces 'Mettler-Toledo International Set to Join the S&P 500; Monolithic Power Systems to Join S&P MidCap 400; WCI Communities and Nautilus to Join S&P SmallCap 600',1
WLH,2016-08-05,"William Lyon Homes Reports Q2 EPS $0.38 vs $0.36 Est., Sales $325.1M vs $297.6M Est.",0
MDU,2016-05-31,Stocks Hitting 52-Week Highs,2
TM,2016-11-01,"October's U.S. Auto Sales: Most Disappoint, But Mitsubishi And Hyundai Buck The Trend",1
RLI,2014-11-13,RLI Declares Special Dividend Of $3.00/share,1
PRGS,2016-01-13,Progress Software Spikes to High of $24.47 on Volume,1
TXRH,2015-05-04,Bill Ackman Boosts Jarden; Nautilus Wins Big In After-Hours Trading,1
TM,2014-06-03,Toyota Shares Flat Following May Sales Beat,1
TRK,2013-05-01,"Speedway Motorsports, Inc. Sees FY2013 EPS $0.90-1.10 vs $1.00 Est",0
ADI,2011-09-01,Top 4 Stocks In The Semiconductor-Integrated Circuits Industry With The Highest Dividend Yield,1
AEG,2013-05-30,Stocks Hitting 52-Week Highs,1
HBAN,2013-10-10,Stocks Hitting 52-Week Highs,2
WAT,2013-01-04,"UPDATE: Morgan Stanley Downgrades Waters Corporation to Equal-Weight, Removes $87 PT",2
ETN,2016-07-14,Bank of America Downgrades Eaton to Neutral,1
HIIQ,2016-11-28,12 Biggest Mid-Day Gainers For Monday,2
AZN,2014-05-21,"Benzinga's M&A Chatter for Wednesday May 21, 2014",1
NM,2010-02-23,"Navios Maritime (NM) Earns Profit, Misses Estimates",0
HALL,2011-07-27,"Allstate Earnings Preview: Revenue, Earnings Expected to Fall from Previous Quarter",1
