stock,year,label
EHIC,2017,2
BSQR,2014,2
BSQR,2015,2
BSQR,2016,1
BSQR,2017,0
SNFCA,2014,2
SNFCA,2015,2
SNFCA,2016,1
SNFCA,2017,0
INDB,2014,2
INDB,2015,2
INDB,2016,2
INDB,2017,1
FOE,2014,1
FOE,2015,0
FOE,2016,2
FOE,2017,2
ECF,2014,2
ECF,2015,1
ECF,2016,2
ECF,2017,2
XRX,2014,2
XRX,2015,0
XRX,2016,0
XRX,2017,1
CYOU,2014,0
CYOU,2015,1
CYOU,2016,0
CYOU,2017,2
AOSL,2014,2
AOSL,2015,1
AOSL,2016,2
AOSL,2017,0
BRFS,2014,2
BRFS,2015,0
BRFS,2016,2
BRFS,2017,0
PHM,2014,1
PHM,2015,0
PHM,2016,1
PHM,2017,2
HAWK,2014,2
HAWK,2015,2
HAWK,2016,0
HAWK,2017,1
ZAGG,2014,2
ZAGG,2015,2
ZAGG,2016,0
ZAGG,2017,2
KBWB,2014,1
KBWB,2015,1
KBWB,2016,2
KBWB,2017,1
ARR,2014,1
ARR,2015,0
ARR,2016,2
ARR,2017,2
LCUT,2014,2
LCUT,2015,0
LCUT,2016,2
LCUT,2017,1
SVM,2017,0
IT,2014,2
IT,2015,1
IT,2016,2
IT,2017,2
NBN,2014,1
NBN,2015,1
NBN,2016,2
NBN,2017,2
DLNG,2014,0
DLNG,2015,0
DLNG,2016,2
DLNG,2017,0
LRCX,2014,2
LRCX,2015,1
LRCX,2016,2
LRCX,2017,2
DRI,2014,2
DRI,2015,2
DRI,2016,2
DRI,2017,2
CSTE,2014,2
CSTE,2015,0
CSTE,2016,0
CSTE,2017,0
ORBK,2014,2
ORBK,2015,2
ORBK,2016,2
ORBK,2017,2
CNK,2014,2
CNK,2015,1
CNK,2016,2
CNK,2017,0
THS,2014,2
THS,2015,1
THS,2016,1
THS,2017,0
WSTL,2014,0
WSTL,2015,0
WSTL,2016,0
WSTL,2017,2
WFBI,2014,2
WFBI,2015,2
WFBI,2016,2
WFBI,2017,2
NYMX,2014,0
NYMX,2015,2
NYMX,2016,0
NYMX,2017,2
LOGI,2014,1
LOGI,2015,2
LOGI,2016,2
LOGI,2017,2
PAH,2014,2
PAH,2015,0
PAH,2016,0
PAH,2017,1
TRGP,2014,2
TRGP,2015,0
TRGP,2016,2
TRGP,2017,0
HZNP,2014,2
HZNP,2015,2
HZNP,2016,0
HZNP,2017,0
PEGI,2014,0
PEGI,2015,0
PEGI,2016,1
PEGI,2017,2
PFNX,2014,2
PFNX,2015,2
PFNX,2016,0
PFNX,2017,0
TBNK,2014,1
TBNK,2015,2
TBNK,2016,2
TBNK,2017,1
ESBK,2014,1
ESBK,2015,1
ESBK,2016,1
ESBK,2017,1
RAD,2014,2
RAD,2015,1
RAD,2016,1
RAD,2017,0
AZZ,2014,1
AZZ,2015,2
AZZ,2016,2
AZZ,2017,0
XNET,2014,0
XNET,2015,1
XNET,2016,0
XNET,2017,2
OTEX,2014,2
OTEX,2015,0
OTEX,2016,2
OTEX,2017,1
TKC,2014,2
TKC,2015,0
TKC,2016,0
TKC,2017,2
BK,2014,2
BK,2015,1
BK,2016,2
BK,2017,1
CVE,2014,0
CVE,2015,0
CVE,2016,2
CVE,2017,0
NBTB,2014,1
NBTB,2015,2
NBTB,2016,2
NBTB,2017,0
ELLO,2014,1
ELLO,2015,1
ELLO,2016,1
ELLO,2017,1
KIM,2014,2
KIM,2015,1
KIM,2016,1
KIM,2017,0
FBMS,2014,1
FBMS,2015,2
FBMS,2016,2
FBMS,2017,2
BKSC,2014,1
BKSC,2015,2
BKSC,2016,2
BKSC,2017,0
SPLK,2014,0
SPLK,2015,1
SPLK,2016,0
SPLK,2017,2
FPI,2014,0
FPI,2015,1
FPI,2016,1
FPI,2017,0
VEEV,2014,0
VEEV,2015,1
VEEV,2016,2
VEEV,2017,2
QUIK,2014,0
QUIK,2015,0
QUIK,2016,2
QUIK,2017,2
JPEM,2015,0
JPEM,2016,2
JPEM,2017,2
RSYS,2014,1
RSYS,2015,2
RSYS,2016,2
RSYS,2017,0
AMDA,2014,0
AMDA,2015,0
AMDA,2016,0
AMDA,2017,0
FLY,2014,0
FLY,2015,2
FLY,2016,1
FLY,2017,1
BABY,2014,2
BABY,2015,2
BABY,2016,0
BABY,2017,2
HOV,2014,0
HOV,2015,0
HOV,2016,2
HOV,2017,0
ESRX,2014,2
ESRX,2015,1
ESRX,2016,0
ESRX,2017,0
SGU,2014,2
SGU,2015,2
SGU,2016,2
SGU,2017,1
DOC,2014,2
DOC,2015,1
DOC,2016,2
DOC,2017,1
CASM,2014,0
CASM,2015,1
CASM,2016,0
CASM,2017,0
SIMO,2014,2
SIMO,2015,2
SIMO,2016,2
SIMO,2017,1
DAC,2014,1
DAC,2015,1
DAC,2016,0
DAC,2017,0
FLR,2014,0
FLR,2015,0
FLR,2016,2
FLR,2017,0
ENB,2014,2
ENB,2015,0
ENB,2016,2
ENB,2017,0
CART,2014,2
CART,2015,2
CART,2016,1
CART,2017,2
BIO,2014,1
BIO,2015,2
BIO,2016,2
BIO,2017,2
SMI,2014,2
SMI,2015,1
SMI,2016,2
SMI,2017,2
ATEC,2014,0
ATEC,2015,0
ATEC,2016,0
ATEC,2017,2
BSMX,2014,0
BSMX,2015,1
BSMX,2016,1
BSMX,2017,2
CPK,2014,2
CPK,2015,2
CPK,2016,2
CPK,2017,2
KTCC,2014,0
KTCC,2015,1
KTCC,2016,1
KTCC,2017,1
COL,2014,2
COL,2015,2
COL,2016,1
COL,2017,2
ISTR,2014,1
ISTR,2015,2
ISTR,2016,1
ISTR,2017,2
AZO,2014,2
AZO,2015,2
AZO,2016,1
AZO,2017,0
FNF,2014,2
FNF,2015,1
FNF,2016,1
FNF,2017,2
KR,2014,2
KR,2015,2
KR,2016,0
KR,2017,0
SQM,2014,1
SQM,2015,0
SQM,2016,2
SQM,2017,2
MIK,2014,2
MIK,2015,0
MIK,2016,1
MIK,2017,0
MBFI,2014,1
MBFI,2015,1
MBFI,2016,2
MBFI,2017,1
CATO,2014,2
CATO,2015,1
CATO,2016,0
CATO,2017,0
EPM,2014,0
EPM,2015,0
EPM,2016,2
EPM,2017,0
INN,2014,2
INN,2015,1
INN,2016,2
INN,2017,1
TDY,2014,2
TDY,2015,0
TDY,2016,2
TDY,2017,2
YY,2014,2
YY,2015,1
YY,2016,0
YY,2017,2
WU,2014,1
WU,2015,1
WU,2016,2
WU,2017,1
SEAC,2014,0
SEAC,2015,1
SEAC,2016,0
SEAC,2017,1
TENX,2014,0
TENX,2015,0
TENX,2016,0
TENX,2017,0
SMP,2014,1
SMP,2015,1
SMP,2016,2
SMP,2017,0
AAWW,2014,2
AAWW,2015,0
AAWW,2016,2
AAWW,2017,1
PIH,2014,1
PIH,2015,1
PIH,2016,1
PIH,2017,1
EL,2014,1
EL,2015,2
EL,2016,0
EL,2017,2
CYBE,2014,2
CYBE,2015,0
CYBE,2016,2
CYBE,2017,0
HGSH,2014,0
HGSH,2015,0
HGSH,2016,2
HGSH,2017,0
WG,2014,0
WG,2015,0
WG,2016,1
WG,2017,0
BSPM,2014,0
BSPM,2015,0
BSPM,2016,1
BSPM,2017,0
DDC,2014,2
DDC,2015,0
DDC,2016,1
DDC,2017,2
SPLP,2014,1
SPLP,2015,1
SPLP,2016,1
SPLP,2017,2
SEM,2014,2
SEM,2015,0
SEM,2016,2
SEM,2017,2
CHGG,2014,0
CHGG,2015,1
CHGG,2016,2
CHGG,2017,2
EMQQ,2014,1
EMQQ,2015,1
EMQQ,2016,1
EMQQ,2017,2
CBK,2014,0
CBK,2015,0
CBK,2016,2
CBK,2017,0
HAL,2014,0
HAL,2015,0
HAL,2016,2
HAL,2017,0
LSCC,2014,2
LSCC,2015,1
LSCC,2016,2
LSCC,2017,0
VICL,2014,0
VICL,2015,0
VICL,2016,0
VICL,2017,0
VAR,2014,2
VAR,2015,1
VAR,2016,2
VAR,2017,2
NJR,2014,2
NJR,2015,2
NJR,2016,2
NJR,2017,2
NLY,2014,2
NLY,2015,1
NLY,2016,2
NLY,2017,2
TY,2014,2
TY,2015,1
TY,2016,2
TY,2017,2
EOG,2014,2
EOG,2015,0
EOG,2016,2
EOG,2017,1
SAEX,2014,0
SAEX,2015,0
SAEX,2016,0
SAEX,2017,0
ADXS,2014,2
ADXS,2015,2
ADXS,2016,0
ADXS,2017,0
ZUMZ,2014,2
ZUMZ,2015,0
ZUMZ,2016,2
ZUMZ,2017,0
STOR,2014,2
STOR,2015,2
STOR,2016,2
STOR,2017,1
OMC,2014,1
OMC,2015,1
OMC,2016,2
OMC,2017,0
GLOG,2014,2
GLOG,2015,0
GLOG,2016,2
GLOG,2017,2
GGP,2014,2
GGP,2015,1
GGP,2016,1
GGP,2017,1
TVPT,2014,2
TVPT,2015,0
TVPT,2016,2
TVPT,2017,1
MGPI,2014,2
MGPI,2015,2
MGPI,2016,2
MGPI,2017,2
ROX,2014,2
ROX,2015,0
ROX,2016,0
ROX,2017,2
RTK,2014,0
RTK,2015,0
RTK,2016,0
RTK,2017,0
HEAR,2014,0
HEAR,2015,0
HEAR,2016,0
HEAR,2017,0
SNY,2014,1
SNY,2015,1
SNY,2016,1
SNY,2017,2
SIGI,2014,1
SIGI,2015,2
SIGI,2016,2
SIGI,2017,2
BMY,2014,2
BMY,2015,2
BMY,2016,0
BMY,2017,1
GXP,2014,2
GXP,2015,1
GXP,2016,1
GXP,2017,2
CROX,2014,0
CROX,2015,0
CROX,2016,0
CROX,2017,2
FULT,2014,1
FULT,2015,1
FULT,2016,2
FULT,2017,1
OESX,2014,0
OESX,2015,0
OESX,2016,1
OESX,2017,0
LLL,2014,2
LLL,2015,1
LLL,2016,2
LLL,2017,2
SFE,2014,1
SFE,2015,0
SFE,2016,1
SFE,2017,1
RENN,2014,0
RENN,2015,2
RENN,2016,0
RENN,2017,2
DRNA,2014,0
DRNA,2015,0
DRNA,2016,0
DRNA,2017,2
LMNR,2014,1
LMNR,2015,0
LMNR,2016,2
LMNR,2017,1
VII,2014,0
VII,2015,1
VII,2016,0
VII,2017,0
GERN,2014,0
GERN,2015,2
GERN,2016,0
GERN,2017,1
TX,2014,0
TX,2015,0
TX,2016,2
TX,2017,2
DYNT,2014,1
DYNT,2015,0
DYNT,2016,0
DYNT,2017,1
LLY,2014,2
LLY,2015,2
LLY,2016,1
LLY,2017,2
ETE,2014,2
ETE,2015,0
ETE,2016,2
ETE,2017,1
FSP,2014,1
FSP,2015,0
FSP,2016,2
FSP,2017,0
WPC,2014,2
WPC,2015,0
WPC,2016,1
WPC,2017,2
SRCE,2014,2
SRCE,2015,1
SRCE,2016,2
SRCE,2017,1
PBA,2014,1
PBA,2015,0
PBA,2016,2
PBA,2017,2
NCTY,2014,0
NCTY,2015,2
NCTY,2016,0
NCTY,2017,0
GCI,2015,2
GCI,2016,0
GCI,2017,1
ABC,2014,2
ABC,2015,2
ABC,2016,0
ABC,2017,1
BLK,2014,2
BLK,2015,1
BLK,2016,2
BLK,2017,2
PIR,2014,0
PIR,2015,0
PIR,2016,2
PIR,2017,0
ALSK,2014,0
ALSK,2015,1
ALSK,2016,1
ALSK,2017,2
BWP,2014,0
BWP,2015,0
BWP,2016,2
BWP,2017,0
FNJN,2014,0
FNJN,2015,0
FNJN,2016,1
FNJN,2017,2
EEI,2014,0
EEI,2015,2
EEI,2016,1
EEI,2017,1
BKU,2014,1
BKU,2015,2
BKU,2016,1
BKU,2017,0
IGLD,2014,0
IGLD,2015,2
IGLD,2016,1
IGLD,2017,0
XOMA,2014,0
XOMA,2015,0
XOMA,2016,0
XOMA,2017,2
TPL,2014,2
TPL,2015,2
TPL,2016,2
TPL,2017,2
SGB,2014,2
SGB,2015,2
SGB,2016,2
SGB,2017,1
VNO,2014,2
VNO,2015,1
VNO,2016,1
VNO,2017,1
SMG,2014,1
SMG,2015,1
SMG,2016,2
SMG,2017,1
MPLX,2014,2
MPLX,2015,0
MPLX,2016,1
MPLX,2017,1
TGT,2014,2
TGT,2015,1
TGT,2016,1
TGT,2017,0
PROV,2014,1
PROV,2015,2
PROV,2016,2
PROV,2017,1
BLX,2014,2
BLX,2015,0
BLX,2016,2
BLX,2017,1
ROLL,2014,1
ROLL,2015,1
ROLL,2016,2
ROLL,2017,2
SKM,2014,2
SKM,2015,0
SKM,2016,1
SKM,2017,2
BSRR,2014,2
BSRR,2015,1
BSRR,2016,2
BSRR,2017,1
NXP,2014,2
NXP,2015,1
NXP,2016,1
NXP,2017,1
GLRE,2014,1
GLRE,2015,0
GLRE,2016,2
GLRE,2017,1
GRC,2014,1
GRC,2015,0
GRC,2016,2
GRC,2017,1
FSIC,2014,1
FSIC,2015,1
FSIC,2016,2
FSIC,2017,0
KEYS,2014,2
KEYS,2015,0
KEYS,2016,2
KEYS,2017,2
BHB,2014,2
BHB,2015,2
BHB,2016,2
BHB,2017,0
ATNI,2014,2
ATNI,2015,2
ATNI,2016,1
ATNI,2017,0
BITA,2014,2
BITA,2015,0
BITA,2016,0
BITA,2017,2
LPLA,2014,1
LPLA,2015,1
LPLA,2016,0
LPLA,2017,2
LSTR,2014,2
LSTR,2015,0
LSTR,2016,2
LSTR,2017,2
TSU,2014,1
TSU,2015,0
TSU,2016,2
TSU,2017,2
CNOB,2014,1
CNOB,2015,1
CNOB,2016,2
CNOB,2017,1
MEIP,2014,0
MEIP,2015,0
MEIP,2016,0
MEIP,2017,2
AETI,2014,0
AETI,2015,0
AETI,2016,0
AETI,2017,1
HCLP,2014,0
HCLP,2015,0
HCLP,2016,2
HCLP,2017,0
NXTM,2014,2
NXTM,2015,2
NXTM,2016,2
NXTM,2017,1
EVK,2014,2
EVK,2015,0
EVK,2016,0
EVK,2017,1
TEP,2014,2
TEP,2015,1
TEP,2016,2
TEP,2017,1
PSXP,2014,2
PSXP,2015,1
PSXP,2016,0
PSXP,2017,1
SRT,2014,2
SRT,2015,0
SRT,2016,2
SRT,2017,2
FATE,2014,0
FATE,2015,0
FATE,2016,0
FATE,2017,2
WEC,2014,2
WEC,2015,1
WEC,2016,2
WEC,2017,2
PRI,2014,2
PRI,2015,0
PRI,2016,2
PRI,2017,2
SBCF,2014,2
SBCF,2015,1
SBCF,2016,2
SBCF,2017,1
MYGN,2014,2
MYGN,2015,2
MYGN,2016,0
MYGN,2017,2
FBR,2014,1
FBR,2015,2
FBR,2016,0
FBR,2017,2
TARO,2014,2
TARO,2015,1
TARO,2016,0
TARO,2017,1
WRE,2014,2
WRE,2015,1
WRE,2016,2
WRE,2017,1
PKG,2014,2
PKG,2015,0
PKG,2016,2
PKG,2017,2
LLEX,2017,2
IDXX,2014,2
IDXX,2015,1
IDXX,2016,2
IDXX,2017,2
LE,2014,2
LE,2015,0
LE,2016,0
LE,2017,0
HIFS,2014,2
HIFS,2015,2
HIFS,2016,2
HIFS,2017,1
WPG,2014,0
WPG,2015,0
WPG,2016,1
WPG,2017,0
GORO,2014,0
GORO,2015,0
GORO,2016,2
GORO,2017,0
CHL,2014,2
CHL,2015,1
CHL,2016,1
CHL,2017,1
LLNW,2014,2
LLNW,2015,0
LLNW,2016,2
LLNW,2017,2
TWIN,2014,0
TWIN,2015,0
TWIN,2016,2
TWIN,2017,2
QCOM,2014,1
QCOM,2015,0
QCOM,2016,2
QCOM,2017,1
GLMD,2014,0
GLMD,2015,2
GLMD,2016,0
GLMD,2017,2
STKL,2014,2
STKL,2015,0
STKL,2016,1
STKL,2017,1
ARDM,2014,0
ARDM,2015,0
ARDM,2016,0
ARDM,2017,2
DHIL,2014,2
DHIL,2015,2
DHIL,2016,2
DHIL,2017,1
RARE,2014,1
RARE,2015,2
RARE,2016,0
RARE,2017,0
POWL,2014,0
POWL,2015,0
POWL,2016,2
POWL,2017,0
DPLO,2014,2
DPLO,2015,2
DPLO,2016,0
DPLO,2017,2
ADSK,2014,2
ADSK,2015,1
ADSK,2016,2
ADSK,2017,2
ROSE,2016,1
ROSE,2017,1
MOV,2014,0
MOV,2015,1
MOV,2016,2
MOV,2017,1
HAYN,2014,1
HAYN,2015,0
HAYN,2016,2
HAYN,2017,0
CLRB,2014,0
CLRB,2015,0
CLRB,2016,0
CLRB,2017,2
UAN,2014,0
UAN,2015,1
UAN,2016,0
UAN,2017,0
TTEK,2014,1
TTEK,2015,1
TTEK,2016,2
TTEK,2017,2
FDX,2014,2
FDX,2015,0
FDX,2016,2
FDX,2017,2
WAIR,2014,0
WAIR,2015,0
WAIR,2016,2
WAIR,2017,0
PRFT,2014,0
PRFT,2015,1
PRFT,2016,1
PRFT,2017,1
LEJU,2014,1
LEJU,2015,0
LEJU,2016,0
LEJU,2017,0
XLRN,2014,1
XLRN,2015,2
XLRN,2016,0
XLRN,2017,2
VHC,2014,0
VHC,2015,0
VHC,2016,1
VHC,2017,2
BRCD,2014,2
BRCD,2015,0
BRCD,2016,2
BRCD,2017,1
BG,2014,2
BG,2015,0
BG,2016,2
BG,2017,1
CCUR,2014,1
CCUR,2015,0
CCUR,2016,1
CCUR,2017,2
TRN,2014,1
TRN,2015,0
TRN,2016,2
TRN,2017,2
CSFL,2014,2
CSFL,2015,2
CSFL,2016,2
CSFL,2017,1
TWO,2014,2
TWO,2015,0
TWO,2016,2
TWO,2017,2
CX,2014,1
CX,2015,0
CX,2016,2
CX,2017,1
CZZ,2014,0
CZZ,2015,0
CZZ,2016,2
CZZ,2017,1
SNX,2014,2
SNX,2015,2
SNX,2016,2
SNX,2017,1
NEA,2014,2
NEA,2015,1
NEA,2016,1
NEA,2017,1
MMAC,2014,1
MMAC,2015,2
MMAC,2016,2
MMAC,2017,2
HCOM,2014,1
HCOM,2015,1
HCOM,2016,1
HCOM,2017,2
PHH,2014,1
PHH,2015,0
PHH,2016,1
PHH,2017,0
SWM,2014,0
SWM,2015,1
SWM,2016,2
SWM,2017,1
DVN,2014,1
DVN,2015,0
DVN,2016,2
DVN,2017,0
PINC,2014,1
PINC,2015,1
PINC,2016,0
PINC,2017,0
BWINB,2014,1
BWINB,2015,1
BWINB,2016,2
BWINB,2017,1
NYT,2014,0
NYT,2015,1
NYT,2016,1
NYT,2017,2
EVO,2014,2
EVO,2015,1
EVO,2016,1
EVO,2017,1
SHLX,2014,2
SHLX,2015,1
SHLX,2016,0
SHLX,2017,1
DCIX,2014,0
DCIX,2015,0
DCIX,2016,0
DCIX,2017,0
TRCO,2014,0
TRCO,2015,0
TRCO,2016,1
TRCO,2017,2
WGP,2014,2
WGP,2015,0
WGP,2016,2
WGP,2017,0
DLPH,2014,2
DLPH,2015,2
DLPH,2016,0
DLPH,2017,2
VBTX,2014,1
VBTX,2015,2
VBTX,2016,2
VBTX,2017,1
CEL,2014,0
CEL,2015,0
CEL,2016,2
CEL,2017,1
RGEN,2014,2
RGEN,2015,2
RGEN,2016,1
RGEN,2017,2
AAOI,2014,0
AAOI,2015,2
AAOI,2016,2
AAOI,2017,2
SB,2014,0
SB,2015,0
SB,2016,2
SB,2017,2
MFNC,2014,2
MFNC,2015,1
MFNC,2016,2
MFNC,2017,2
DQ,2014,0
DQ,2015,0
DQ,2016,2
DQ,2017,2
NYMT,2014,2
NYMT,2015,0
NYMT,2016,2
NYMT,2017,1
UCTT,2014,1
UCTT,2015,0
UCTT,2016,2
UCTT,2017,2
PII,2014,1
PII,2015,0
PII,2016,1
PII,2017,2
EGRX,2014,2
EGRX,2015,2
EGRX,2016,1
EGRX,2017,0
IPHS,2014,2
IPHS,2015,0
IPHS,2016,2
IPHS,2017,0
SCG,2014,2
SCG,2015,1
SCG,2016,2
SCG,2017,0
DE,2014,1
DE,2015,0
DE,2016,2
DE,2017,2
RMGN,2014,0
RMGN,2015,0
RMGN,2016,1
RMGN,2017,0
CHD,2014,2
CHD,2015,1
CHD,2016,1
CHD,2017,1
WDC,2014,2
WDC,2015,0
WDC,2016,2
WDC,2017,2
USB,2014,2
USB,2015,1
USB,2016,2
USB,2017,1
SMIT,2014,2
SMIT,2015,0
SMIT,2016,0
SMIT,2017,2
PRMW,2014,2
PRMW,2015,2
PRMW,2016,2
PRMW,2017,1
VAC,2014,2
VAC,2015,0
VAC,2016,2
VAC,2017,2
ONP,2014,0
ONP,2015,2
ONP,2016,0
ONP,2017,2
PUI,2014,2
PUI,2015,1
PUI,2016,2
PUI,2017,2
VRTV,2014,2
VRTV,2015,0
VRTV,2016,2
VRTV,2017,0
SGYP,2014,0
SGYP,2015,2
SGYP,2016,2
SGYP,2017,0
VNDA,2014,2
VNDA,2015,0
VNDA,2016,2
VNDA,2017,0
MDP,2014,1
MDP,2015,0
MDP,2016,2
MDP,2017,1
ATEN,2014,0
ATEN,2015,2
ATEN,2016,2
ATEN,2017,0
FLO,2014,1
FLO,2015,2
FLO,2016,1
FLO,2017,1
ACFC,2014,1
ACFC,2015,2
ACFC,2016,2
ACFC,2017,2
TWOU,2014,2
TWOU,2015,2
TWOU,2016,2
TWOU,2017,2
ACOR,2014,2
ACOR,2015,1
ACOR,2016,0
ACOR,2017,2
DHT,2014,2
DHT,2015,2
DHT,2016,0
DHT,2017,1
MPAA,2014,2
MPAA,2015,2
MPAA,2016,0
MPAA,2017,1
CLFD,2014,0
CLFD,2015,1
CLFD,2016,2
CLFD,2017,0
STFC,2014,1
STFC,2015,1
STFC,2016,2
STFC,2017,1
ABDC,2014,0
ABDC,2015,1
ABDC,2016,2
ABDC,2017,0
ACST,2014,0
ACST,2015,0
ACST,2016,0
ACST,2017,1
SPKE,2014,0
SPKE,2015,2
SPKE,2016,2
SPKE,2017,0
WEX,2014,1
WEX,2015,0
WEX,2016,2
WEX,2017,2
PZG,2014,2
PZG,2015,0
PZG,2016,2
PZG,2017,0
DCO,2014,0
DCO,2015,0
DCO,2016,2
DCO,2017,1
ALSN,2014,2
ALSN,2015,0
ALSN,2016,2
ALSN,2017,2
DLTR,2014,2
DLTR,2015,1
DLTR,2016,1
DLTR,2017,2
USAT,2014,0
USAT,2015,2
USAT,2016,2
USAT,2017,2
QSII,2014,0
QSII,2015,1
QSII,2016,0
QSII,2017,1
LFUS,2014,1
LFUS,2015,2
LFUS,2016,2
LFUS,2017,2
CXW,2014,2
CXW,2015,0
CXW,2016,1
CXW,2017,1
CRZO,2014,1
CRZO,2015,0
CRZO,2016,2
CRZO,2017,0
IIIN,2014,1
IIIN,2015,1
IIIN,2016,2
IIIN,2017,0
TEX,2014,0
TEX,2015,0
TEX,2016,2
TEX,2017,2
MLP,2014,1
MLP,2015,0
MLP,2016,2
MLP,2017,2
NE,2014,0
NE,2015,0
NE,2016,0
NE,2017,0
LRN,2014,0
LRN,2015,0
LRN,2016,2
LRN,2017,0
PGP,2014,1
PGP,2015,1
PGP,2016,0
PGP,2017,2
ILMN,2014,2
ILMN,2015,1
ILMN,2016,0
ILMN,2017,2
TEDU,2014,2
TEDU,2015,1
TEDU,2016,2
TEDU,2017,1
BKMU,2014,1
BKMU,2015,2
BKMU,2016,2
BKMU,2017,1
AFG,2014,2
AFG,2015,2
AFG,2016,2
AFG,2017,2
EGAN,2014,0
EGAN,2015,0
EGAN,2016,0
EGAN,2017,2
NEOG,2014,2
NEOG,2015,2
NEOG,2016,2
NEOG,2017,2
TEVA,2014,2
TEVA,2015,2
TEVA,2016,0
TEVA,2017,0
CPST,2014,0
CPST,2015,0
CPST,2016,0
CPST,2017,2
WHR,2014,2
WHR,2015,0
WHR,2016,2
WHR,2017,1
KODK,2014,0
KODK,2015,0
KODK,2016,2
KODK,2017,0
AEGN,2014,0
AEGN,2015,1
AEGN,2016,2
AEGN,2017,2
ADHD,2014,0
ADHD,2015,2
ADHD,2016,0
ADHD,2017,0
ENZ,2014,2
ENZ,2015,1
ENZ,2016,2
ENZ,2017,2
UBCP,2014,1
UBCP,2015,2
UBCP,2016,2
UBCP,2017,1
IIN,2014,2
IIN,2015,2
IIN,2016,1
IIN,2017,2
NEWM,2014,2
NEWM,2015,0
NEWM,2016,1
NEWM,2017,1
CALX,2014,1
CALX,2015,0
CALX,2016,1
CALX,2017,0
CRTN,2014,2
CRTN,2015,0
CRTN,2016,0
CRTN,2017,0
CPAC,2014,0
CPAC,2015,1
CPAC,2016,2
CPAC,2017,2
USM,2014,1
USM,2015,1
USM,2016,2
USM,2017,0
TDS,2014,1
TDS,2015,1
TDS,2016,2
TDS,2017,0
DAIO,2014,2
DAIO,2015,0
DAIO,2016,2
DAIO,2017,2
JRJC,2014,1
JRJC,2015,2
JRJC,2016,0
JRJC,2017,0
KMDA,2014,0
KMDA,2015,1
KMDA,2016,2
KMDA,2017,0
TGP,2014,1
TGP,2015,0
TGP,2016,1
TGP,2017,2
IMKTA,2014,2
IMKTA,2015,2
IMKTA,2016,2
IMKTA,2017,0
AB,2014,2
AB,2015,1
AB,2016,1
AB,2017,2
ALKS,2014,2
ALKS,2015,2
ALKS,2016,0
ALKS,2017,0
FCAP,2014,2
FCAP,2015,2
FCAP,2016,2
FCAP,2017,1
TISA,2014,0
TISA,2015,0
TISA,2016,0
TISA,2017,0
BSET,2014,2
BSET,2015,2
BSET,2016,2
BSET,2017,2
INVE,2014,2
INVE,2015,0
INVE,2016,2
INVE,2017,0
REGN,2014,2
REGN,2015,2
REGN,2016,0
REGN,2017,1
TSS,2014,1
TSS,2015,2
TSS,2016,1
TSS,2017,2
CF,2014,2
CF,2015,0
CF,2016,0
CF,2017,2
PBIB,2014,0
PBIB,2015,2
PBIB,2016,2
PBIB,2017,1
INGR,2014,2
INGR,2015,2
INGR,2016,2
INGR,2017,1
TNK,2014,2
TNK,2015,2
TNK,2016,0
TNK,2017,0
ZION,2014,1
ZION,2015,1
ZION,2016,2
ZION,2017,1
AVNW,2014,0
AVNW,2015,0
AVNW,2016,2
AVNW,2017,1
BPOP,2014,2
BPOP,2015,0
BPOP,2016,2
BPOP,2017,0
GFI,2014,2
GFI,2015,0
GFI,2016,1
GFI,2017,2
SOFO,2014,0
SOFO,2015,0
SOFO,2016,1
SOFO,2017,0
YUMA,2014,0
YUMA,2015,0
YUMA,2016,0
YUMA,2017,0
WATT,2014,1
WATT,2015,0
WATT,2016,2
WATT,2017,0
AWRE,2014,1
AWRE,2015,0
AWRE,2016,2
AWRE,2017,0
EXPO,2014,1
EXPO,2015,2
EXPO,2016,2
EXPO,2017,2
HFBL,2014,2
HFBL,2015,2
HFBL,2016,2
HFBL,2017,1
ESTE,2014,2
ESTE,2015,0
ESTE,2016,1
ESTE,2017,0
QUMU,2014,1
QUMU,2015,0
QUMU,2016,1
QUMU,2017,1
MD,2014,2
MD,2015,1
MD,2016,1
MD,2017,0
BXE,2014,0
BXE,2015,0
BXE,2016,0
BXE,2017,0
LCI,2014,2
LCI,2015,1
LCI,2016,0
LCI,2017,1
NVR,2014,2
NVR,2015,2
NVR,2016,1
NVR,2017,2
CNET,2014,2
CNET,2015,0
CNET,2016,0
CNET,2017,2
RADA,2014,2
RADA,2015,0
RADA,2016,2
RADA,2017,2
BIP,2014,2
BIP,2015,1
BIP,2016,2
BIP,2017,2
HYT,2014,1
HYT,2015,1
HYT,2016,2
HYT,2017,1
CLUB,2014,0
CLUB,2015,0
CLUB,2016,2
CLUB,2017,2
PEBK,2014,2
PEBK,2015,1
PEBK,2016,2
PEBK,2017,2
EPAM,2014,2
EPAM,2015,2
EPAM,2016,0
EPAM,2017,2
MEET,2014,0
MEET,2015,2
MEET,2016,2
MEET,2017,0
RAND,2014,2
RAND,2015,1
RAND,2016,0
RAND,2017,1
ASH,2014,2
ASH,2015,0
ASH,2016,1
ASH,2017,2
SF,2014,1
SF,2015,0
SF,2016,2
SF,2017,1
LBIX,2014,0
LBIX,2015,0
LBIX,2016,0
LBIX,2017,1
PGTI,2014,1
PGTI,2015,2
PGTI,2016,1
PGTI,2017,2
CALL,2014,0
CALL,2015,2
CALL,2016,0
